sku,row_type,name,brand,category,sheet,status,finding,caveat,facts_scored,copy_enriched,prose_words,bullets,spec_rows,spec_rows_informative,meta_len,has_short_desc,has_image,gallery_images,has_dimensions,model_number,status_published,import_evidence,supplier_sheet,research_file,finding_theme
IMG/BUF/00031,top,Plate Warmer Cart Single,HK-REDLINE,Buffet & Servery > Plate & Cup Warmers,BUFFET & SERVERY,Sources disagree,Rebenet CKS build 450x543x865 vs our 450/485/770,,,1,153,5,8,5,143,1,1,7,1,DR-1,published,H KITCHEN / H-Kitchen `DR-1 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00274,top,Vegetable Warmer Rectangle DL206,WINNERS,Buffet & Servery > Food Warmers,,Complete,,,,1,80,5,9,6,144,1,1,0,0,DL206,published,,,winners-research.md,
IMG/BUF/00259,top,Warmer Lamp D7016T,WINNERS,Buffet & Servery > Heat Lamps,BUFFET & SERVERY,Complete,,thin listing,4,0,61,4,0,0,153,1,1,0,0,D7016T,published,,,winners-research.md,
IMG/BUF/00272,top,Warmer Lamp Rectangle ZT001,WINNERS,Buffet & Servery > Heat Lamps,,Complete,,,,1,56,4,6,3,135,1,1,0,0,ZT001,published,,,winners-research.md,
IMG/BUF/00023,top,Heating Lamp Black Dia 175,HK-REDLINE,Buffet & Servery > Heat Lamps,,Complete,,,,1,147,5,6,2,131,1,1,0,1,A032,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md;winners-research.md,
IMG/BUF/00024,top,Heating Lamp Gold Dia 175,HK-REDLINE,Buffet & Servery > Heat Lamps,,Complete,,,,1,147,5,6,2,130,1,1,0,1,A032,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00025,top,Heating Lamp Gold Dia 290,HK-REDLINE,Buffet & Servery > Heat Lamps,,Complete,,,,1,146,5,7,3,130,1,1,0,1,A035,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00026,top,Heating Lamp Silver Dia 290,HK-REDLINE,Buffet & Servery > Heat Lamps,,Complete,,,,1,146,5,7,3,132,1,1,0,1,A035,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00236,top,Heating Lamp Infrared 900MM,KITCHENWARE,Buffet & Servery > Heat Lamps,BUFFET & SERVERY,No supplier data,"XD-HHB900 returns nothing on the open web, on Made-in-China product search, or in the Wanhui catalogue.",,,1,17,1,4,1,90,1,1,0,0,XD-HHB900,published,,WANHUI (4),kitchenware-research.md,Nothing published
IMG/BUF/00244,top,Heating Lamp Copper,HK-REDLINE,Buffet & Servery > Heat Lamps,BUFFET & SERVERY,Sources disagree,Stored dimensions 640 x 480 x 750 mm are byte-identical to a juice dispenser record and are impossible for a pendant lamp.,,,1,16,1,4,1,76,1,1,0,1,A032,published,H KITCHEN / H-Kitchen `A032B (near),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00269,top,Rose Gold Heat Lamp D002,WINNERS,Buffet & Servery > Heat Lamps,,Complete,,,,1,81,5,8,5,151,1,1,0,0,D002,published,,,winners-research.md,
IMG/BUF/00270,top,Rose Gold Heat Lamp D005,WINNERS,Buffet & Servery > Heat Lamps,,Complete,,,,1,81,5,8,5,152,1,1,1,0,D005,published,,,winners-research.md,
IMG/BUF/00271,top,Rose Gold Heat Lamp D011,WINNERS,Buffet & Servery > Heat Lamps,,Complete,,,,1,82,5,8,5,155,1,1,1,0,D011,published,,,winners-research.md,
IMG/HOT/00063,top,Bain Marie Table Top H-Kitchen BS-6V,HK-REDLINE,Buffet & Servery > Bain Maries,,Complete,,,,1,59,4,9,6,121,1,1,0,1,BS-6V,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00112,top,Bain Marie Sauce Bin 240X210,BILGE,Buffet & Servery > Bain Maries,,Complete,,,,1,60,4,4,2,149,1,1,0,0,240*120,archived,,BILGE (6),bilge-research.md,
IMG/HOT/00272,top,Bain Marie Counter Top Gas SOT-4,H-KITCHEN,Buffet & Servery > Bain Maries,BUFFET & SERVERY,Sources disagree,"heat input 27,700 BTU/hr (ours) vs 6 kW (maker)",,,1,18,1,4,1,83,1,1,0,0,SOT-4,archived,H KITCHEN / H-KITCHEN `SOT-4 (exact),"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,Electrical rating
IMG/HOT/00275,top,Bain Marie Table Top H-Kitchen BS-4,HK-REDLINE,Buffet & Servery > Bain Maries,BUFFET & SERVERY,Sources disagree,"depth should be 590 not 600, height 230 missing",,,1,71,2,3,0,83,1,1,0,0,BS-4V,published,KASSIDYxx / Kassidy `BS-4V (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/HOT/00276,top,Bain Marie H-Kitchen KG-165,HK-REDLINE,Buffet & Servery > Bain Maries,BUFFET & SERVERY,Complete,,thin listing,1,1,16,1,4,1,77,1,1,0,1,KG-165F,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00012,top,Induction Cooker Drop in Riga Rib 3520 EB,EUROTEC RIGA,Cooking Equipment > Induction Cookers,,Complete,,,,1,106,6,15,12,139,1,1,1,1,RIB 3520 EB,published,,RIGA (1),eurotec-riga-research.md,
IMG/BUF/00030,top,Induction Cooker H Kitchen EB-1200,HK-REDLINE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,Sources disagree,"no wattage or voltage on record, height reads 9 mm",,,1,15,1,6,3,76,1,1,0,1,EB-1200,published,H KITCHEN / H-Kitchen `EB1200 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Electrical rating
IMG/BUF/00051,top,Induction Cooker Kassidy,OEM SHEFFIELD,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,No supplier data,The Kassidy code is not published on any reachable supplier or reseller site.,,,1,17,2,3,0,84,1,1,0,0,TC-1,published,KASSIDYxx / TC1 (exact),"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Model code / identity
IMG/BUF/00090,top,Induction Cooker Wanhui,KITCHENWARE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,No supplier data,"SAP names Wanhui as the supplier, but the code itself is not published anywhere reachable.",,,1,15,1,4,1,96,1,1,0,1,A6-650N-32,published,WANHUI / WANHUI `A6-650N-320 (near),WANHUI (4),house-brand-suppliers-research.md;kitchenware-research.md,Model code / identity
IMG/BUF/00127,top,Induction Hob DK977,LINCAT,Cooking Equipment > Induction Cookers,,Complete,,,,1,127,6,14,11,152,1,1,2,1,DK977,published,,CANCELLED IMPORTED ITEMS (1),six-single-sku-brands-research.md,
IMG/BUF/00226,top,Induction Cooker Single Zone 3.5KW Table Top SL-G35-TP3,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,88,6,10,7,151,1,1,1,1,SL-G35-TP3,published,,,sulte-research.md,
IMG/BUF/00227,top,Induction Cooker Drop in 3KW SL-30C-XP3,SULTE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,Sources disagree,"SAP says 3 kW, the manufacturer page says 3500 W",,,1,96,6,11,8,144,1,1,2,1,SL-30C -XP3,published,,,sulte-research.md,Electrical rating
IMG/BUF/00228,top,Induction Cooker Single Zone 5KW Table Top SL-G50-KP9,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,97,6,10,7,147,1,1,0,1,SL-G50-KP9,published,,,sulte-research.md,
IMG/BUF/00229,top,Induction Wok 5KW Table Top Single SL-G50-KA12,SULTE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,Sources disagree,"supplier 530x400x260 vs our 525/440/265, 40 mm on width",,,1,102,6,8,5,146,1,1,1,1,SL-G50-KA12,published,,,sulte-research.md,Dimensions
IMG/BUF/00230,top,Induction Cooker Two Zone Table Top 7KW,SULTE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,Sources disagree,"supplier code is SL-C351-2E3-Y, ours is KPP3-Y",,,1,97,6,9,6,137,1,1,0,1,SL-C351-KPP3-Y,published,,,sulte-research.md,Model code / identity
IMG/BUF/00231,top,Induction Cooker Two Zone (Side by Side) 7KW SL-C351-KPP2,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,107,6,10,7,139,1,1,0,1,SL-C351-KPP2,published,,,sulte-research.md,
IMG/BUF/00232,top,Induction Cooker 4 Zone 14KW SL-C351-4S13-Y,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,145,6,11,8,142,1,1,0,1,SL-C351-4S13-Y,published,,,sulte-research.md,
IMG/BUF/00233,top,Induction Fryer 23L SL-FR1C23A,SULTE,Cooking Equipment > Induction Cookers,COOKING EQUIPMENT,Sources disagree,the only source contradicts the capacity in the product name,,,1,108,6,13,10,143,1,1,0,1,SL-FR1C23A,published,,,sulte-research.md,Capacity / material
IMG/BUF/00234,top,Induction Griddle 6KW GRT24B,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,93,6,12,9,145,1,1,0,1,GRT24B,published,,,sulte-research.md,
IMG/BUF/00282,top,Induction Griddle 6KW GRT36B,SULTE,Cooking Equipment > Induction Cookers,,Complete,,,,1,121,4,7,4,144,1,1,0,1,GRT36B,archived,,,sap-reconciliation-research.md;sulte-research.md,
IMG/BUF/00277,top,Double Bulb Induction with 2 Copper Coated Hammer Finish Chaffing Dishes,STEELOLOGY,Buffet & Servery > Chafing Dishes,,Complete,,,,1,104,6,5,3,150,1,1,0,0,,published,,H KITCHEN (1),steelology-research.md,
IMG/HOT/00395,top,Induction Plate PFD/3500N Single PH,FIMAR GROUP,Cooking Equipment > Induction Cookers,,Complete,,,,1,128,6,13,10,136,1,1,1,1,PRD35N235M,published,,,six-single-sku-brands-research.md,
IMG/TCW/00086,top,GN Container 1/3 65 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,71,6,8,6,127,1,1,0,1,FP 1/3-2.5,published,,BERJAYA (5),berjaya-research.md;sap-reconciliation-research.md,
IMG/TCW/00087,top,GN Container 1/4 65 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,72,6,8,6,127,1,1,0,1,FP 1/4-2.5,published,,BERJAYA (5),berjaya-research.md;sap-reconciliation-research.md,
IMG/TCW/00089,top,GN Container 1/1 100 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,78,6,8,6,126,1,1,1,1,FP 1/1-4,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00090,top,GN Container 1/2 100 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,75,6,8,6,134,1,1,0,1,FP 1/2-4,published,,BERJAYA (5),berjaya-research.md;sap-reconciliation-research.md,
IMG/TCW/00091,top,GN Container 1/3 100 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,80,6,8,6,124,1,1,0,1,FP 1/3-4,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00103,top,GN Container Perforated 1/1 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,123,6,9,8,135,1,1,0,1,1/1*65 -P,published,,BILGE (6),bilge-research.md,
IMG/TCW/00104,top,GN Container Perforated 1/1 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,123,6,9,8,136,1,1,1,1,1/1*100 - P,published,,BILGE (6),bilge-research.md,
IMG/TCW/00105,top,GN Container Perforated 1/2 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,123,6,9,8,136,1,1,1,1,1/2*100 -P,published,,BILGE (6),bilge-research.md,
IMG/TCW/00106,top,GN Container 1/1 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,133,1,1,0,1,1/1*65,published,,BILGE (6),bilge-research.md,
IMG/TCW/00107,top,GN Container 1/2 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,133,1,1,0,1,1/2*65,published,,BILGE (6),bilge-research.md,
IMG/TCW/00108,top,GN Container 1/3 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,133,1,1,0,1,1/3*65,published,,BILGE (6),bilge-research.md,
IMG/TCW/00110,top,GN Container 1/6 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,133,1,1,0,1,1/6*65,published,,BILGE (6),bilge-research.md,
IMG/TCW/00111,top,GN Container 1/9 65 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,133,1,1,0,1,1/9*65,published,,BILGE (6),bilge-research.md,
IMG/TCW/00112,top,GN Container 1/1 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,135,1,1,0,1,1/1*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00113,top,GN Container 1/2 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/2*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00114,top,GN Container 1/3 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/3*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00115,top,GN Container 1/4 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/4*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00116,top,GN Container 1/6 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/6*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00117,top,GN Container 1/9 100 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/9*100,published,,BILGE (6),bilge-research.md,
IMG/TCW/00118,top,GN Container 1/1 150 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,135,1,1,0,1,1/1*150,published,,BILGE (6),bilge-research.md,
IMG/TCW/00119,top,GN Container 1/2 150 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/2*150,published,,BILGE (6),bilge-research.md,
IMG/TCW/00120,top,GN Container 1/3 150 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/3*150,published,,BILGE (6),bilge-research.md,
IMG/TCW/00121,top,GN Container 1/4 150 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/4*150,published,,BILGE (6),bilge-research.md,
IMG/TCW/00122,top,GN Container 1/6 150 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,134,1,1,0,1,1/6 *150,published,,BILGE (6),bilge-research.md,
IMG/TCW/00124,top,GN Container 1/1 200 Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,82,6,9,8,135,1,1,0,1,1/1*200,published,,BILGE (6),bilge-research.md,
IMG/TCW/00526,top,GN Container 1/1 20 Non Stick,KITCHENWARE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,99,5,8,5,143,1,1,0,1,NF811-20,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00527,top,GN Container 1/1 40 Non Stick,KITCHENWARE,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,106,5,8,5,143,1,1,0,1,NF811-40,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00097,top,GN Lids 1/1 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,59,4,7,5,115,1,1,0,0,FP 1/1C,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00098,top,GN Lids 1/2 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,59,4,7,5,123,1,1,0,0,FP 1/2C,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00099,top,GN Lids 1/3 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,59,4,7,5,116,1,1,0,0,FP 1/3C,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00100,top,GN Lids 1/4 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,59,4,7,5,126,1,1,0,0,FP 1/4C,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00102,top,GN Lids 1/9 Berjaya,BERJAYA,Kitchen Smalls > GN Containers & Lids,,Complete,,,,1,50,4,7,5,125,1,1,0,0,FP 1/9C,published,,BERJAYA (5),berjaya-research.md,
IMG/TCW/00125,top,GN Lids Bilge,BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,1,90,4,4,3,146,1,1,0,0,,published,,BILGE (6),bilge-research.md,
IMG/TCW/00125,variant,GN Lids Bilge [11-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,1/1-C,published,,BILGE (6),bilge-research.md,
IMG/TCW/00126,variant,GN Lids Bilge [12-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,1/2 - C,published,,BILGE (6),bilge-research.md;variant-children-gap-research.md,
IMG/TCW/00127,variant,GN Lids Bilge [13-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,1/3 - C,published,,BILGE (6),bilge-research.md;variant-children-gap-research.md,
IMG/TCW/00128,variant,GN Lids Bilge [14-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,1/4 - C,published,,BILGE (6),bilge-research.md;variant-children-gap-research.md,
IMG/TCW/00129,variant,GN Lids Bilge [16-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,1/6 - C,published,,BILGE (6),bilge-research.md,
IMG/TCW/00130,variant,GN Lids Bilge [19-gn],BILGE,Kitchen Smalls > GN Containers & Lids,KITCHEN SMALLS,Complete,,thin listing,3,0,0,0,0,0,0,0,1,,0,BLGNL1/9,published,,BILGE (6),bilge-research.md,
IMG/COF/00116,top,"Vertical Bun Toaster VCT-1000 230V 50/60HZ BS-1363, 13 Amp",ANTUNES,Cooking Equipment > Toasters,,Complete,,,,1,100,6,16,13,156,1,1,2,1,9210710,published,,,antunes-research.md,
IMG/HOT/00108,top,Toaster 4 Slots Waring,WARING,Cooking Equipment > Toasters,,Complete,,,,1,128,6,12,9,155,1,1,1,1,WCT805K,published,,WARING (2),tefcold-waring-research.md;waring-research.md,
IMG/HOT/00271,top,Toaster 6 Slots H-Kitchen,HK-REDLINE,Cooking Equipment > Toasters,,Complete,,,,1,142,5,10,7,135,1,1,3,1,6ATS-C,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00281,top,Electric Conveyor Toaster H260D,SHINEHO,Cooking Equipment > Toasters,COOKING EQUIPMENT,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,0,0,0,H260D,archived,,,oem-placeholder-brands-research.md,Nothing published
IMG/HOT/00352,top,Conveyor Toaster CT-3,HK-REDLINE,Cooking Equipment > Toasters,,Complete,,,,1,162,5,8,5,135,1,1,1,1,CT-3,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00244,top,Egg Waffle Maker,KINGMA,Cooking Equipment > Waffle & Snack Makers,,Complete,,,,1,119,6,13,10,148,1,0,0,1,FY-6,archived,,,oem-placeholder-brands-research.md,
IMG/HOT/00416,top,Waffle Maker Single WB-1,HK-REDLINE,Cooking Equipment > Waffle & Snack Makers,,Complete,,,,1,145,5,10,7,135,1,1,0,1,WB-1,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00417,top,Waffle Maker Double WB-2,HK-REDLINE,Cooking Equipment > Waffle & Snack Makers,COOKING EQUIPMENT,Sources disagree,SAP 500x320x300 disagrees with the maker,,,1,136,5,10,7,145,1,1,0,1,WB-2,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/PAS/00005,top,Pretzel & Sandwich Slicer,EMPERO,Bakery Preparation > Bread Slicers,,Complete,,,,1,73,5,10,7,133,1,1,0,1,EMP.3005,published,,EMPEROxx (7),empero-research.md,
IMG/HOT/00099,top,Shawarma Electric Roller Grill,ROLLER GRILL,Cooking Equipment > Shawarma Machines,,Complete,,,,1,148,6,18,15,149,1,1,0,1,GR80E,published,,CANCELLED IMPORTED ITEMS (2),roller-grill-research.md,
IMG/HOT/00154,top,Infra Red Grill Mercatus Stan MC167,MERCATUS,Cooking Equipment > Grills,,Complete,,,,1,119,6,10,7,150,1,1,3,1,STAN MC167,published,,,mercatus-research.md,
IMG/HOT/00155,top,Infra Red Grill Mercatus XXL MC167,MERCATUS,Cooking Equipment > Grills,,Complete,,,,1,120,6,9,6,143,1,1,3,1,XXL MC167,published,,,mercatus-research.md,
IMG/HOT/00156,top,Infra Red Grill Mercatus XL MC167,MERCATUS,Cooking Equipment > Grills,COOKING EQUIPMENT,Sources disagree,"the XL cabinet is larger than the XXL, range naming inverted",,,1,119,6,9,6,142,1,1,3,1,XL MC167,published,,,mercatus-research.md,Other spec value
IMG/HOT/00353,top,Panini Grill Single GH-811E,HK-REDLINE,Cooking Equipment > Panini Grills,,Complete,,,,1,50,4,7,4,110,1,1,0,1,GH-811E,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00354,top,Panini Grill Double GH-813,HK-REDLINE,Cooking Equipment > Panini Grills,COOKING EQUIPMENT,Sources disagree,depth 350 vs 305,,,1,50,4,7,4,112,1,1,0,1,GH-813,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/HOT/00382,top,Charcoal Grill Automatic 1750MM 60 Skewers TRS-60,TECNOROAST,Cooking Equipment > Grills,COOKING EQUIPMENT,Complete,,thin listing,6,0,98,6,0,0,0,1,1,2,1,TRS-60,published,,,sunnylux-tecnoroast-tungsten-research.md;tecnoroast-research.md,
IMG/HOT/00384,top,Charcoal Grill Automatic 850MM 20 Skewers TRS-20,TECNOROAST,Cooking Equipment > Grills,COOKING EQUIPMENT,Sources disagree,"the drawing says 80 cm, the maker spec table says 850 mm",,,0,53,0,0,0,0,1,1,1,1,TRS-20,published,,,sunnylux-tecnoroast-tungsten-research.md;tecnoroast-research.md,Dimensions
IMG/HOT/00385,top,Steam Cooker Grills Electric Empero,EMPERO,Cooking Equipment > Grills,,Complete,,,,1,88,4,8,5,155,1,1,0,1,EMP.6LE010,published,,EMPEROxx (7),empero-research.md,
IMG/HOT/00400,top,Lifted Charcoal Grill EMP.BTG.01,EMPERO,Cooking Equipment > Grills,,Complete,,,,1,86,5,10,7,121,1,1,0,1,EMP.BTG.01,published,,EMPEROxx (7),empero-research.md,
IMG/HOT/00066,top,Salamander Electric Lift Up EB-450,HK-REDLINE,Cooking Equipment > Salamanders,COOKING EQUIPMENT,Sources disagree,"height 500 (SAP) vs 400 (ours) vs 470 (maker), none agree",,,1,152,6,12,9,141,1,1,0,1,EB-450,published,H KITCHEN / H-Kitchen `EB-450 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/HOT/00071,top,Salamander Electric Lift Up EB-600,HK-REDLINE,Cooking Equipment > Salamanders,COOKING EQUIPMENT,Sources disagree,SAP 600x450x500 matches no published figure,,,1,147,6,8,5,143,1,1,5,1,EB-600,published,KASSIDYxx / Kassidy `EB-600 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/HOT/00186,top,Salamander Electric Baron SE40/0CB,BARON,Cooking Equipment > Salamanders,,Complete,,,,1,107,6,14,11,140,1,1,0,1,SE40/0CB,published,,BARON (2),baron-research.md,
IMG/HOT/00402,top,Microwave Oven 25LTR EM025FJTS0SF00,SULTE,Cooking Equipment > Microwaves,COOKING EQUIPMENT,Sources disagree,supplier model code differs from ours,,,1,80,6,12,9,157,1,1,1,1,EM025FJTS0SF00,published,,,sulte-research.md,Model code / identity
IMG/HOT/00403,top,Microwave Oven 34LTR EMA34GTQS00E00,SULTE,Cooking Equipment > Microwaves,COOKING EQUIPMENT,Sources disagree,supplier model code differs from ours,,,1,100,6,12,9,157,1,1,2,1,EMA34GTQS00E00,published,,,sulte-research.md,Model code / identity
IMG/HOT/00304,top,Pasta Cooker Gas GH-538,ASTAR,Cooking Equipment > Pasta Cookers,,Complete,,,,1,85,4,5,2,147,1,1,0,0,GH-538,published,,,astar-research.md;hds-research.md,
IMG/HOT/00069,top,Hot Dog Roller Electric,HK-REDLINE,Cooking Equipment > Waffle & Snack Makers,COOKING EQUIPMENT,Complete,,thin listing,3,1,108,3,6,3,80,1,1,0,1,CZ-9,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00042,top,Fryer Double 25 Litres Table Top Electric Elaboratex HEF-904,OEM SHEFFIELD,Cooking Equipment > Fryers,COOKING EQUIPMENT,Sources disagree,Flamemax 8.5+8.5 L / 2.8 kW vs our 12+12 L / 4.5 kW,,,1,32,4,7,4,144,1,1,0,1,HEF-904,published,ELABORATEXxx / ELABORATEX `HEF-904 (exact),"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",baron-research.md;oem-sheffield-research.md,Electrical rating
IMG/HOT/00098,top,Fryer Roller Grill RFG 12,ROLLER GRILL,Cooking Equipment > Fryers,COOKING EQUIPMENT,Sources disagree,"SAP 8-9 kW, Roller Grill publishes 8 kW flat",,,1,144,6,21,18,155,1,1,1,1,RFG 12,published,CANCELLED IMPORTED ITEMS / Roller Grill `RFG 12 (exact),CANCELLED IMPORTED ITEMS (2),roller-grill-research.md,Electrical rating
IMG/HOT/00189,top,Single Well Electric Fryer 15 Ltr Drop-In Baron DI7FRE415,BARON,Cooking Equipment > Fryers,,Complete,,,,1,125,6,18,15,140,1,1,0,1,DI7FRE415,published,,BARON (2),baron-research.md,
IMG/HOT/00419,top,Electric Fryer Single EF-11L,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,100,6,10,7,105,1,1,4,1,EF-11L,published,,"H KITCHEN (43), KASSIDYxx (2)",baron-research.md;hk-redline-research.md,
IMG/HOT/00420,top,Electric Fryer Double EF-11L-2,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,113,5,11,8,137,1,1,4,1,EF-11L-2,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00407,top,Fryer Baskets for HDSFGH-150S,HDS,Cooking Equipment > Fryers,,Complete,,,,1,46,3,4,3,132,1,1,0,1,70201104400,published,,,hds-research.md,
IMG/HOT/00424,top,Fryer Baskets for HDSFGH-90S,HDS,Cooking Equipment > Fryers,,Complete,,,,1,43,3,4,3,120,1,1,0,0,70201104400,published,,,hds-research.md,
IMG/HOT/00425,top,Fryer Baskets for HDSFGH-120S LP,HDS,Cooking Equipment > Fryers,,Complete,,,,1,46,3,4,3,135,1,1,0,0,70201105746,published,,,hds-research.md,
